VTX, IDX, in_Position0.x, in_Position0.y, in_Position0.z, in_Texcoord0.x, in_Texcoord0.y, in_Color0.x, in_Color0.y, in_Color0.z, in_Color0.w
227, 10653, -19573.10156, -27728.7793, -2121.3125,  0.34783,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
228, 10629, -19573.10156, -27728.7793, -1060.65625,  0.34783,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
229, 10654, -11366.14648, -31981.27734, -2121.3125,  0.30435,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
230, 10630, -11366.14648, -31981.27734, -1060.65625,  0.30435,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
231, 10629, -19573.10156, -27728.7793, -1060.65625,  0.34783,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
232, 10653, -19573.10156, -27728.7793, -2121.3125,  0.34783,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
233, 10654, -11366.14648, -31981.27734, -2121.3125,  0.30435,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
234, 10630, -11366.14648, -31981.27734, -1060.65625,  0.30435,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
235, 10655, -2316.21484, -33861.875, -2121.3125,  0.26087,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
236, 10631, -2316.21484, -33861.875, -1060.65625,  0.26087,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
237, 10630, -11366.14648, -31981.27734, -1060.65625,  0.30435,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
238, 10654, -11366.14648, -31981.27734, -2121.3125,  0.30435,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
239, 10655, -2316.21484, -33861.875, -2121.3125,  0.26087,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
240, 10631, -2316.21484, -33861.875, -1060.65625,  0.26087,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
241, 10656,  6905.49951, -33231.09375, -2121.3125,  0.21739,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
242, 10632,  6905.49951, -33231.09375, -1060.65625,  0.21739,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
243, 10631, -2316.21484, -33861.875, -1060.65625,  0.26087,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
244, 10655, -2316.21484, -33861.875, -2121.3125,  0.26087,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
245, 10656,  6905.49951, -33231.09375, -2121.3125,  0.21739,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
246, 10632,  6905.49951, -33231.09375, -1060.65625,  0.21739,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
247, 10657,  15615.06543, -30135.71484, -2121.3125,  0.17391,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
248, 10633,  15615.06543, -30135.71484, -1060.65625,  0.17391,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
249, 10632,  6905.49951, -33231.09375, -1060.65625,  0.21739,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
250, 10656,  6905.49951, -33231.09375, -2121.3125,  0.21739,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
251, 10657,  15615.06543, -30135.71484, -2121.3125,  0.17391,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
252, 10633,  15615.06543, -30135.71484, -1060.65625,  0.17391,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
253, 10658,  23166.5332, -24805.30664, -2121.3125,  0.13043,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
254, 10634,  23166.5332, -24805.30664, -1060.65625,  0.13043,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
255, 10633,  15615.06543, -30135.71484, -1060.65625,  0.17391,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
256, 10657,  15615.06543, -30135.71484, -2121.3125,  0.17391,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
257, 10658,  23166.5332, -24805.30664, -2121.3125,  0.13043,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
258, 10634,  23166.5332, -24805.30664, -1060.65625,  0.13043,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
259, 10659,  28999.85352, -17635.19141, -2121.3125,  0.08696,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
260, 10635,  28999.85352, -17635.19141, -1060.65625,  0.08696,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
261, 10634,  23166.5332, -24805.30664, -1060.65625,  0.13043,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
262, 10658,  23166.5332, -24805.30664, -2121.3125,  0.13043,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
263, 10659,  28999.85352, -17635.19141, -2121.3125,  0.08696,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
264, 10635,  28999.85352, -17635.19141, -1060.65625,  0.08696,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
265, 10660,  32682.37695, -9157.16504, -2121.3125,  0.04348,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
266, 10636,  32682.37695, -9157.16504, -1060.65625,  0.04348,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
267, 10635,  28999.85352, -17635.19141, -1060.65625,  0.08696,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
268, 10659,  28999.85352, -17635.19141, -2121.3125,  0.08696,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
269, 10660,  32682.37695, -9157.16504, -2121.3125,  0.04348,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
270, 10636,  32682.37695, -9157.16504, -1060.65625,  0.04348,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
271, 10661,  33941.00,  0.00593, -2121.3125,  0.00,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
272, 10637,  33941.00,  0.00593, -1060.65625,  0.00,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
273, 10636,  32682.37695, -9157.16504, -1060.65625,  0.04348,  0.96875,  0.00392,  0.00392,  0.00392,  1.00
274, 10660,  32682.37695, -9157.16504, -2121.3125,  0.04348,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
275, 10661,  33941.00,  0.00593, -2121.3125,  0.00,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
276, 10638,  33941.00,  0.00, -2121.3125,  1.00,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
277, 10663,  32682.375,  9157.17285, -4242.625,  0.95652,  0.875,  0.01176,  0.01176,  0.01176,  1.00
278, 10639,  32682.375,  9157.17285, -2121.3125,  0.95652,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
279, 10638,  33941.00,  0.00, -2121.3125,  1.00,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
280, 10662,  33941.00,  0.00, -4242.625,  1.00,  0.875,  0.01176,  0.01176,  0.01176,  1.00
281, 10663,  32682.375,  9157.17285, -4242.625,  0.95652,  0.875,  0.01176,  0.01176,  0.01176,  1.00
282, 10639,  32682.375,  9157.17285, -2121.3125,  0.95652,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
283, 10664,  28999.84961,  17635.19922, -4242.625,  0.91304,  0.875,  0.01176,  0.01176,  0.01176,  1.00
284, 10640,  28999.84961,  17635.19922, -2121.3125,  0.91304,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
285, 10639,  32682.375,  9157.17285, -2121.3125,  0.95652,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
286, 10663,  32682.375,  9157.17285, -4242.625,  0.95652,  0.875,  0.01176,  0.01176,  0.01176,  1.00
287, 10664,  28999.84961,  17635.19922, -4242.625,  0.91304,  0.875,  0.01176,  0.01176,  0.01176,  1.00
288, 10640,  28999.84961,  17635.19922, -2121.3125,  0.91304,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
289, 10665,  23166.53516,  24805.30469, -4242.625,  0.86957,  0.875,  0.01176,  0.01176,  0.01176,  1.00
290, 10641,  23166.53516,  24805.30469, -2121.3125,  0.86957,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
291, 10640,  28999.84961,  17635.19922, -2121.3125,  0.91304,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
292, 10664,  28999.84961,  17635.19922, -4242.625,  0.91304,  0.875,  0.01176,  0.01176,  0.01176,  1.00
293, 10665,  23166.53516,  24805.30469, -4242.625,  0.86957,  0.875,  0.01176,  0.01176,  0.01176,  1.00
294, 10641,  23166.53516,  24805.30469, -2121.3125,  0.86957,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
295, 10666,  15615.06641,  30135.71289, -4242.625,  0.82609,  0.875,  0.01176,  0.01176,  0.01176,  1.00
296, 10642,  15615.06641,  30135.71289, -2121.3125,  0.82609,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
297, 10641,  23166.53516,  24805.30469, -2121.3125,  0.86957,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
298, 10665,  23166.53516,  24805.30469, -4242.625,  0.86957,  0.875,  0.01176,  0.01176,  0.01176,  1.00
299, 10666,  15615.06641,  30135.71289, -4242.625,  0.82609,  0.875,  0.01176,  0.01176,  0.01176,  1.00
300, 10642,  15615.06641,  30135.71289, -2121.3125,  0.82609,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
301, 10667,  6905.50146,  33231.09375, -4242.625,  0.78261,  0.875,  0.01176,  0.01176,  0.01176,  1.00
302, 10643,  6905.50146,  33231.09375, -2121.3125,  0.78261,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
303, 10642,  15615.06641,  30135.71289, -2121.3125,  0.82609,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
304, 10666,  15615.06641,  30135.71289, -4242.625,  0.82609,  0.875,  0.01176,  0.01176,  0.01176,  1.00
305, 10667,  6905.50146,  33231.09375, -4242.625,  0.78261,  0.875,  0.01176,  0.01176,  0.01176,  1.00
306, 10643,  6905.50146,  33231.09375, -2121.3125,  0.78261,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
307, 10668, -2316.2168,  33861.875, -4242.625,  0.73913,  0.875,  0.01176,  0.01176,  0.01176,  1.00
308, 10644, -2316.2168,  33861.875, -2121.3125,  0.73913,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
309, 10643,  6905.50146,  33231.09375, -2121.3125,  0.78261,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
310, 10667,  6905.50146,  33231.09375, -4242.625,  0.78261,  0.875,  0.01176,  0.01176,  0.01176,  1.00
311, 10668, -2316.2168,  33861.875, -4242.625,  0.73913,  0.875,  0.01176,  0.01176,  0.01176,  1.00
312, 10644, -2316.2168,  33861.875, -2121.3125,  0.73913,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
313, 10669, -11366.14746,  31981.27734, -4242.625,  0.69565,  0.875,  0.01176,  0.01176,  0.01176,  1.00
314, 10645, -11366.14746,  31981.27734, -2121.3125,  0.69565,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
315, 10644, -2316.2168,  33861.875, -2121.3125,  0.73913,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
316, 10668, -2316.2168,  33861.875, -4242.625,  0.73913,  0.875,  0.01176,  0.01176,  0.01176,  1.00
317, 10669, -11366.14746,  31981.27734, -4242.625,  0.69565,  0.875,  0.01176,  0.01176,  0.01176,  1.00
318, 10645, -11366.14746,  31981.27734, -2121.3125,  0.69565,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
319, 10670, -19573.10742,  27728.77344, -4242.625,  0.65217,  0.875,  0.01176,  0.01176,  0.01176,  1.00
320, 10646, -19573.10742,  27728.77344, -2121.3125,  0.65217,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
321, 10645, -11366.14746,  31981.27734, -2121.3125,  0.69565,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
322, 10669, -11366.14746,  31981.27734, -4242.625,  0.69565,  0.875,  0.01176,  0.01176,  0.01176,  1.00
323, 10670, -19573.10742,  27728.77344, -4242.625,  0.65217,  0.875,  0.01176,  0.01176,  0.01176,  1.00
324, 10646, -19573.10742,  27728.77344, -2121.3125,  0.65217,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
325, 10671, -26328.41797,  21419.75586, -4242.625,  0.6087,  0.875,  0.01176,  0.01176,  0.01176,  1.00
326, 10647, -26328.41797,  21419.75586, -2121.3125,  0.6087,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
327, 10646, -19573.10742,  27728.77344, -2121.3125,  0.65217,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
328, 10670, -19573.10742,  27728.77344, -4242.625,  0.65217,  0.875,  0.01176,  0.01176,  0.01176,  1.00
329, 10671, -26328.41797,  21419.75586, -4242.625,  0.6087,  0.875,  0.01176,  0.01176,  0.01176,  1.00
330, 10647, -26328.41797,  21419.75586, -2121.3125,  0.6087,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
331, 10672, -31131.06836,  13522.13281, -4242.625,  0.56522,  0.875,  0.01176,  0.01176,  0.01176,  1.00
332, 10648, -31131.06836,  13522.13281, -2121.3125,  0.56522,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
333, 10647, -26328.41797,  21419.75586, -2121.3125,  0.6087,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
334, 10671, -26328.41797,  21419.75586, -4242.625,  0.6087,  0.875,  0.01176,  0.01176,  0.01176,  1.00
335, 10672, -31131.06836,  13522.13281, -4242.625,  0.56522,  0.875,  0.01176,  0.01176,  0.01176,  1.00
336, 10648, -31131.06836,  13522.13281, -2121.3125,  0.56522,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
337, 10673, -33624.87109,  4621.62842, -4242.625,  0.52174,  0.875,  0.01176,  0.01176,  0.01176,  1.00
338, 10649, -33624.87109,  4621.62842, -2121.3125,  0.52174,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
339, 10648, -31131.06836,  13522.13281, -2121.3125,  0.56522,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
340, 10672, -31131.06836,  13522.13281, -4242.625,  0.56522,  0.875,  0.01176,  0.01176,  0.01176,  1.00
341, 10673, -33624.87109,  4621.62842, -4242.625,  0.52174,  0.875,  0.01176,  0.01176,  0.01176,  1.00
342, 10649, -33624.87109,  4621.62842, -2121.3125,  0.52174,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
343, 10674, -33624.87109, -4621.63428, -4242.625,  0.47826,  0.875,  0.01176,  0.01176,  0.01176,  1.00
344, 10650, -33624.87109, -4621.63428, -2121.3125,  0.47826,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
345, 10649, -33624.87109,  4621.62842, -2121.3125,  0.52174,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
346, 10673, -33624.87109,  4621.62842, -4242.625,  0.52174,  0.875,  0.01176,  0.01176,  0.01176,  1.00
347, 10674, -33624.87109, -4621.63428, -4242.625,  0.47826,  0.875,  0.01176,  0.01176,  0.01176,  1.00
348, 10650, -33624.87109, -4621.63428, -2121.3125,  0.47826,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
349, 10675, -31131.06836, -13522.13086, -4242.625,  0.43478,  0.875,  0.01176,  0.01176,  0.01176,  1.00
350, 10651, -31131.06836, -13522.13086, -2121.3125,  0.43478,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
351, 10650, -33624.87109, -4621.63428, -2121.3125,  0.47826,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
352, 10674, -33624.87109, -4621.63428, -4242.625,  0.47826,  0.875,  0.01176,  0.01176,  0.01176,  1.00
353, 10675, -31131.06836, -13522.13086, -4242.625,  0.43478,  0.875,  0.01176,  0.01176,  0.01176,  1.00
354, 10651, -31131.06836, -13522.13086, -2121.3125,  0.43478,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
355, 10676, -26328.41797, -21419.75391, -4242.625,  0.3913,  0.875,  0.01176,  0.01176,  0.01176,  1.00
356, 10652, -26328.41797, -21419.75391, -2121.3125,  0.3913,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
357, 10651, -31131.06836, -13522.13086, -2121.3125,  0.43478,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
358, 10675, -31131.06836, -13522.13086, -4242.625,  0.43478,  0.875,  0.01176,  0.01176,  0.01176,  1.00
359, 10676, -26328.41797, -21419.75391, -4242.625,  0.3913,  0.875,  0.01176,  0.01176,  0.01176,  1.00
360, 10652, -26328.41797, -21419.75391, -2121.3125,  0.3913,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
361, 10677, -19573.10156, -27728.7793, -4242.625,  0.34783,  0.875,  0.01176,  0.01176,  0.01176,  1.00
362, 10653, -19573.10156, -27728.7793, -2121.3125,  0.34783,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
363, 10652, -26328.41797, -21419.75391, -2121.3125,  0.3913,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
364, 10676, -26328.41797, -21419.75391, -4242.625,  0.3913,  0.875,  0.01176,  0.01176,  0.01176,  1.00
365, 10677, -19573.10156, -27728.7793, -4242.625,  0.34783,  0.875,  0.01176,  0.01176,  0.01176,  1.00
366, 10653, -19573.10156, -27728.7793, -2121.3125,  0.34783,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
367, 10678, -11366.14648, -31981.27734, -4242.625,  0.30435,  0.875,  0.01176,  0.01176,  0.01176,  1.00
368, 10654, -11366.14648, -31981.27734, -2121.3125,  0.30435,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
369, 10653, -19573.10156, -27728.7793, -2121.3125,  0.34783,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
370, 10677, -19573.10156, -27728.7793, -4242.625,  0.34783,  0.875,  0.01176,  0.01176,  0.01176,  1.00
371, 10678, -11366.14648, -31981.27734, -4242.625,  0.30435,  0.875,  0.01176,  0.01176,  0.01176,  1.00
372, 10654, -11366.14648, -31981.27734, -2121.3125,  0.30435,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
373, 10679, -2316.21484, -33861.875, -4242.625,  0.26087,  0.875,  0.01176,  0.01176,  0.01176,  1.00
374, 10655, -2316.21484, -33861.875, -2121.3125,  0.26087,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
375, 10654, -11366.14648, -31981.27734, -2121.3125,  0.30435,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
376, 10678, -11366.14648, -31981.27734, -4242.625,  0.30435,  0.875,  0.01176,  0.01176,  0.01176,  1.00
377, 10679, -2316.21484, -33861.875, -4242.625,  0.26087,  0.875,  0.01176,  0.01176,  0.01176,  1.00
378, 10655, -2316.21484, -33861.875, -2121.3125,  0.26087,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
379, 10680,  6905.49951, -33231.09375, -4242.625,  0.21739,  0.875,  0.01176,  0.01176,  0.01176,  1.00
380, 10656,  6905.49951, -33231.09375, -2121.3125,  0.21739,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
381, 10655, -2316.21484, -33861.875, -2121.3125,  0.26087,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
382, 10679, -2316.21484, -33861.875, -4242.625,  0.26087,  0.875,  0.01176,  0.01176,  0.01176,  1.00
383, 10680,  6905.49951, -33231.09375, -4242.625,  0.21739,  0.875,  0.01176,  0.01176,  0.01176,  1.00
384, 10656,  6905.49951, -33231.09375, -2121.3125,  0.21739,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
385, 10681,  15615.06543, -30135.71484, -4242.625,  0.17391,  0.875,  0.01176,  0.01176,  0.01176,  1.00
386, 10657,  15615.06543, -30135.71484, -2121.3125,  0.17391,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
387, 10656,  6905.49951, -33231.09375, -2121.3125,  0.21739,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
388, 10680,  6905.49951, -33231.09375, -4242.625,  0.21739,  0.875,  0.01176,  0.01176,  0.01176,  1.00
389, 10681,  15615.06543, -30135.71484, -4242.625,  0.17391,  0.875,  0.01176,  0.01176,  0.01176,  1.00
390, 10657,  15615.06543, -30135.71484, -2121.3125,  0.17391,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
391, 10682,  23166.5332, -24805.30664, -4242.625,  0.13043,  0.875,  0.01176,  0.01176,  0.01176,  1.00
392, 10658,  23166.5332, -24805.30664, -2121.3125,  0.13043,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
393, 10657,  15615.06543, -30135.71484, -2121.3125,  0.17391,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
394, 10681,  15615.06543, -30135.71484, -4242.625,  0.17391,  0.875,  0.01176,  0.01176,  0.01176,  1.00
395, 10682,  23166.5332, -24805.30664, -4242.625,  0.13043,  0.875,  0.01176,  0.01176,  0.01176,  1.00
396, 10658,  23166.5332, -24805.30664, -2121.3125,  0.13043,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
397, 10683,  28999.85352, -17635.19141, -4242.625,  0.08696,  0.875,  0.01176,  0.01176,  0.01176,  1.00
398, 10659,  28999.85352, -17635.19141, -2121.3125,  0.08696,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
399, 10658,  23166.5332, -24805.30664, -2121.3125,  0.13043,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
400, 10682,  23166.5332, -24805.30664, -4242.625,  0.13043,  0.875,  0.01176,  0.01176,  0.01176,  1.00
401, 10683,  28999.85352, -17635.19141, -4242.625,  0.08696,  0.875,  0.01176,  0.01176,  0.01176,  1.00
402, 10659,  28999.85352, -17635.19141, -2121.3125,  0.08696,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
403, 10684,  32682.37695, -9157.16504, -4242.625,  0.04348,  0.875,  0.01176,  0.01176,  0.01176,  1.00
404, 10660,  32682.37695, -9157.16504, -2121.3125,  0.04348,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
405, 10659,  28999.85352, -17635.19141, -2121.3125,  0.08696,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
406, 10683,  28999.85352, -17635.19141, -4242.625,  0.08696,  0.875,  0.01176,  0.01176,  0.01176,  1.00
407, 10684,  32682.37695, -9157.16504, -4242.625,  0.04348,  0.875,  0.01176,  0.01176,  0.01176,  1.00
408, 10660,  32682.37695, -9157.16504, -2121.3125,  0.04348,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
409, 10685,  33941.00,  0.00593, -4242.625,  0.00,  0.875,  0.01176,  0.01176,  0.01176,  1.00
410, 10661,  33941.00,  0.00593, -2121.3125,  0.00,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
411, 10660,  32682.37695, -9157.16504, -2121.3125,  0.04348,  0.9375,  0.00392,  0.00392,  0.00392,  1.00
412, 10684,  32682.37695, -9157.16504, -4242.625,  0.04348,  0.875,  0.01176,  0.01176,  0.01176,  1.00
413, 10685,  33941.00,  0.00593, -4242.625,  0.00,  0.875,  0.01176,  0.01176,  0.01176,  1.00
414, 10662,  33941.00,  0.00, -4242.625,  1.00,  0.875,  0.01176,  0.01176,  0.01176,  1.00
415, 10687,  32682.375,  9157.17285, -8485.25,  0.95652,  0.75,  0.05882,  0.05882,  0.05882,  1.00
416, 10663,  32682.375,  9157.17285, -4242.625,  0.95652,  0.875,  0.01176,  0.01176,  0.01176,  1.00
417, 10662,  33941.00,  0.00, -4242.625,  1.00,  0.875,  0.01176,  0.01176,  0.01176,  1.00
418, 10686,  33941.00,  0.00, -8485.25,  1.00,  0.75,  0.05882,  0.05882,  0.05882,  1.00
419, 10687,  32682.375,  9157.17285, -8485.25,  0.95652,  0.75,  0.05882,  0.05882,  0.05882,  1.00
420, 10663,  32682.375,  9157.17285, -4242.625,  0.95652,  0.875,  0.01176,  0.01176,  0.01176,  1.00
421, 10688,  28999.84961,  17635.19922, -8485.25,  0.91304,  0.75,  0.05882,  0.05882,  0.05882,  1.00
422, 10664,  28999.84961,  17635.19922, -4242.625,  0.91304,  0.875,  0.01176,  0.01176,  0.01176,  1.00
423, 10663,  32682.375,  9157.17285, -4242.625,  0.95652,  0.875,  0.01176,  0.01176,  0.01176,  1.00
424, 10687,  32682.375,  9157.17285, -8485.25,  0.95652,  0.75,  0.05882,  0.05882,  0.05882,  1.00
425, 10688,  28999.84961,  17635.19922, -8485.25,  0.91304,  0.75,  0.05882,  0.05882,  0.05882,  1.00
426, 10664,  28999.84961,  17635.19922, -4242.625,  0.91304,  0.875,  0.01176,  0.01176,  0.01176,  1.00
427, 10689,  23166.53516,  24805.30469, -8485.25,  0.86957,  0.75,  0.05882,  0.05882,  0.05882,  1.00
428, 10665,  23166.53516,  24805.30469, -4242.625,  0.86957,  0.875,  0.01176,  0.01176,  0.01176,  1.00
429, 10664,  28999.84961,  17635.19922, -4242.625,  0.91304,  0.875,  0.01176,  0.01176,  0.01176,  1.00
430, 10688,  28999.84961,  17635.19922, -8485.25,  0.91304,  0.75,  0.05882,  0.05882,  0.05882,  1.00
431, 10689,  23166.53516,  24805.30469, -8485.25,  0.86957,  0.75,  0.05882,  0.05882,  0.05882,  1.00
432, 10665,  23166.53516,  24805.30469, -4242.625,  0.86957,  0.875,  0.01176,  0.01176,  0.01176,  1.00
433, 10690,  15615.06641,  30135.71289, -8485.25,  0.82609,  0.75,  0.05882,  0.05882,  0.05882,  1.00
434, 10666,  15615.06641,  30135.71289, -4242.625,  0.82609,  0.875,  0.01176,  0.01176,  0.01176,  1.00
435, 10665,  23166.53516,  24805.30469, -4242.625,  0.86957,  0.875,  0.01176,  0.01176,  0.01176,  1.00
436, 10689,  23166.53516,  24805.30469, -8485.25,  0.86957,  0.75,  0.05882,  0.05882,  0.05882,  1.00
437, 10690,  15615.06641,  30135.71289, -8485.25,  0.82609,  0.75,  0.05882,  0.05882,  0.05882,  1.00
438, 10666,  15615.06641,  30135.71289, -4242.625,  0.82609,  0.875,  0.01176,  0.01176,  0.01176,  1.00
439, 10691,  6905.50146,  33231.09375, -8485.25,  0.78261,  0.75,  0.05882,  0.05882,  0.05882,  1.00
440, 10667,  6905.50146,  33231.09375, -4242.625,  0.78261,  0.875,  0.01176,  0.01176,  0.01176,  1.00
441, 10666,  15615.06641,  30135.71289, -4242.625,  0.82609,  0.875,  0.01176,  0.01176,  0.01176,  1.00
442, 10690,  15615.06641,  30135.71289, -8485.25,  0.82609,  0.75,  0.05882,  0.05882,  0.05882,  1.00
443, 10691,  6905.50146,  33231.09375, -8485.25,  0.78261,  0.75,  0.05882,  0.05882,  0.05882,  1.00
444, 10667,  6905.50146,  33231.09375, -4242.625,  0.78261,  0.875,  0.01176,  0.01176,  0.01176,  1.00
445, 10692, -2316.2168,  33861.875, -8485.25,  0.73913,  0.75,  0.05882,  0.05882,  0.05882,  1.00
446, 10668, -2316.2168,  33861.875, -4242.625,  0.73913,  0.875,  0.01176,  0.01176,  0.01176,  1.00
447, 10667,  6905.50146,  33231.09375, -4242.625,  0.78261,  0.875,  0.01176,  0.01176,  0.01176,  1.00
448, 10691,  6905.50146,  33231.09375, -8485.25,  0.78261,  0.75,  0.05882,  0.05882,  0.05882,  1.00
449, 10692, -2316.2168,  33861.875, -8485.25,  0.73913,  0.75,  0.05882,  0.05882,  0.05882,  1.00
450, 10668, -2316.2168,  33861.875, -4242.625,  0.73913,  0.875,  0.01176,  0.01176,  0.01176,  1.00
451, 10693, -11366.14746,  31981.27734, -8485.25,  0.69565,  0.75,  0.05882,  0.05882,  0.05882,  1.00
452, 10669, -11366.14746,  31981.27734, -4242.625,  0.69565,  0.875,  0.01176,  0.01176,  0.01176,  1.00
453, 10668, -2316.2168,  33861.875, -4242.625,  0.73913,  0.875,  0.01176,  0.01176,  0.01176,  1.00
454, 10692, -2316.2168,  33861.875, -8485.25,  0.73913,  0.75,  0.05882,  0.05882,  0.05882,  1.00
455, 10693, -11366.14746,  31981.27734, -8485.25,  0.69565,  0.75,  0.05882,  0.05882,  0.05882,  1.00
